RSO_Identifier,RSO_Weight,RSO_Density,RSO_Visibility,RSO_MRP,Orbit_Establishment_Year,Orbit_Height,Stealth_Type,RSO_Type,Survivability
FDV45,16.75,1,0.045117476,187.9556,1999,2,2,1,2440.8228
FDN31,11.5,1,0.073029341,187.953,2002,1,2,1,2656.542
NCB43,12.78913228,1,0.099428487,187.8898,2005,2,4,3,7296.5022
FDB56,8.75,2,0.074627201,187.8556,1997,1,2,1,1314.2892
FDF21,10.3,2,0.058778429,187.853,1987,3,2,1,2656.542
FDU28,19.2,2,0.09444959,187.8214,2007,1,2,1,4710.535
NCB43,20.2,1,0.100477461,187.7898,2007,1,2,1,2245.0776
FDD23,9.5,2,0.048676324,187.7898,2004,1,2,1,2057.9878
FDJ57,7.42,2,0.021661527,187.7582,2009,2,2,2,2600.6148
FDT11,5.94,2,0.029366813,187.7556,2004,1,2,1,3755.112
FDG09,20.6,2,0.048010812,187.7556,1999,2,2,1,3004.0896
DRB01,7.39,1,0.082367244,187.753,1999,2,2,1,1518.024
FDA20,6.78,1,0.066724663,187.724,1999,2,2,1,1491.392
FDT13,14.85,1,0.066061226,187.7214,1998,1,2,4,188.4214
NCB43,20.2,1,0.099893424,187.6898,2004,1,4,1,3928.8858
DRJ23,18.35,1,0.041753387,187.6872,2002,1,2,1,2836.308
FDB56,8.75,2,0.074743226,187.6556,1999,2,3,1,5257.1568
FDB56,8.75,2,0.074931201,187.6556,2009,2,2,2,938.778
FDK26,5.46,2,0.032242661,187.624,2002,1,2,1,3542.056
FDZ23,17.75,2,0.067639698,187.624,2002,1,2,1,1491.392
FDG04,13.1,1,0.006075007,187.5898,2002,1,2,1,2432.1674
FDR55,12.15,3,0.132058566,187.5872,2004,1,4,1,4349.0056
FDT31,19.75,1,0.01247354,187.5872,2002,1,2,1,1323.6104
FDU28,19.2,2,0.094300933,187.5214,2009,2,2,2,1695.7926
FDV45,12.78803159,1,0.044829295,187.4556,2007,2,4,3,7510.224
FDB56,8.75,2,0.07461309,187.4556,2004,1,2,1,3755.112
FDK26,5.46,2,0.032359413,187.424,2007,1,2,1,3169.208
FDO46,9.6,2,0.014270394,187.3872,2009,2,2,2,2647.2208
FDO46,12.79078648,2,0.014143673,187.3872,1985,2,2,3,2836.308
FDS43,11.65,1,0.040597054,187.324,2002,1,2,1,1864.24
FDT13,14.85,1,0.018571641,187.3214,2005,1,4,1,4333.6922
FDG09,12.79061257,2,0.047704151,187.2556,1985,2,2,3,4506.1344
NCB43,20.2,1,0.066113088,187.1898,1987,3,2,1,2993.4368
FDO46,9.6,2,0.014200671,187.1872,1987,3,2,1,3214.4824
FDG09,20.6,2,0.048131556,187.1556,2009,2,3,2,4693.89
FDZ23,12.78833365,2,0.067175915,187.124,1985,2,2,3,3728.48
DRJ24,11.8,1,0.113307794,187.0924,2004,1,2,1,1850.924
DRE37,13.5,3,0.094603404,187.0872,2009,2,2,2,3214.4824
NCQ02,12.6,1,0.007455054,186.9556,2004,1,4,1,3942.8676
NCQ02,12.6,1,0.007468056,186.9556,1999,2,2,1,3379.6008
FDZ23,17.75,2,0.067777778,186.924,2009,2,2,2,3169.208
FDS43,11.65,1,0.040507228,186.924,2004,1,2,1,2237.088
DRJ24,11.8,1,0.11350542,186.8924,1999,2,2,1,2961.4784
FDB56,8.75,2,0.074565098,186.8556,2006,3,4,1,7322.4684
FDV45,16.75,1,0.045009952,186.8556,1987,3,2,1,2440.8228
FDA20,12.78793414,1,0.066298469,186.824,2006,2,4,3,6338.416
FDK26,5.46,2,0.032227432,186.824,1999,2,2,1,1864.24
FDK56,9.695,1,0.066144322,186.7898,1998,1,2,4,561.2694
FDT11,5.94,2,0.029372367,186.7556,2004,1,4,1,3942.8676
NCQ02,12.6,1,0.007450258,186.7556,1987,3,2,1,2816.334
FDZ03,13.65,2,0.078909166,186.724,1999,2,2,1,4474.176
DRA59,12.79108663,2,0.127308434,186.6924,2004,2,4,3,7033.5112
FDH34,12.79108663,1,0.030944666,186.6582,1985,2,2,3,3715.164
NCZ53,9.6,1,0.024576875,186.6214,2009,2,2,2,1884.214
NCZ53,9.6,1,0.024456797,186.6214,1987,3,2,1,3203.1638
NCT17,10.8,3,0.041831008,186.6214,1987,3,2,1,2261.0568
FDD26,12.7926782,2,0.071806046,186.5924,1985,2,3,3,5182.5872
DRA59,8.27,2,0.128449055,186.5924,2009,2,2,2,4442.2176
FDD26,8.71,2,0.120773451,186.5924,1998,1,2,4,555.2772
FDA36,5.985,1,0.005661669,186.5924,1987,3,2,1,2591.2936
FDD23,9.5,2,0.048761223,186.5898,1999,2,3,1,5238.5144
FDJ57,7.42,2,0.036109859,186.5582,1998,1,2,4,185.7582
FDA20,6.78,1,0.066997921,186.524,2007,1,2,1,2609.936
FDT32,19,2,0.065621523,186.5214,2004,1,3,1,5275.7992
FDT32,19,2,0.065633934,186.5214,1997,1,2,1,2261.0568
FDU58,6.61,2,0.066178231,186.4898,2002,1,2,1,2993.4368
FDV45,16.75,1,0.045047439,186.4556,2004,1,4,1,3942.8676
FDE50,19.7,2,0.016238512,186.4556,2002,1,3,1,5069.4012
FDT11,5.94,2,0.049163321,186.4556,1998,1,2,4,563.2668
FDA20,6.78,1,0.066892471,186.424,2009,2,2,2,1304.968
DRJ24,11.8,1,0.113234914,186.3924,1987,3,3,1,5367.6796
FDA21,13.65,1,0.036016619,186.3924,1999,2,2,1,1295.6468
FDA21,13.65,1,0.03596071,186.3924,1997,1,2,1,1665.8316
FDB56,8.75,2,0.074778547,186.3556,2002,1,2,1,3567.3564
DRA59,12.79824275,2,0.223985293,186.2924,1985,1,1,4,555.2772
FDY16,12.79824275,3,0.16147714,186.2266,1985,1,2,4,1106.5596
FDS43,12.79824275,1,0.040318693,186.224,1985,2,3,3,5033.448
FDE11,17.7,2,0.135646297,186.0924,2009,2,3,2,3516.7556
FDU58,6.61,2,0.029006239,186.0898,2004,1,2,1,2619.2572
FDH34,8.63,1,0.031271134,186.0582,2007,1,2,1,3900.9222
FDC46,17.7,1,0.116520447,186.0266,2004,1,2,1,2950.8256
FDZ03,13.65,2,0.066159858,186.024,2009,2,2,2,4287.752
FDZ03,13.65,2,0.078946455,186.024,2002,1,2,1,1118.544
DRA59,8.27,2,0.127821472,185.9924,1987,3,2,1,555.2772
FDG09,20.6,2,0.04792722,185.9556,2004,1,2,1,4318.3788
FDH50,15,2,0.162348584,185.9266,2007,1,2,1,4610.665
FDH50,15,2,0.161762835,185.9266,2002,1,2,1,2581.9724
FDS43,11.65,1,0.040744057,185.924,2007,1,2,1,4101.328
NCM55,15.6,1,0.066726133,185.8924,1997,1,3,1,3516.7556
FDG09,20.6,2,0.047896393,185.8556,1987,3,2,1,1689.8004
FDH50,15,2,0.161404914,185.8266,2004,1,2,1,1844.266
FDU56,16.85,1,0.044377096,185.8266,1987,3,2,1,1659.8394
FDE11,17.7,2,0.226122963,185.7924,1998,1,2,4,370.1848
FDD23,9.5,2,0.048883854,185.7898,2009,2,2,2,2619.2572
FDY39,12.79324182,2,0.08234117,185.7608,1985,1,2,4,1470.0864
FDH34,8.63,1,0.031095246,185.7582,1997,1,2,1,3529.4058
FDG09,20.6,2,0.047936284,185.7556,2004,1,4,1,3942.8676
FDD26,8.71,2,0.072301795,185.6924,2002,1,2,1,3331.6632
NCO30,19.5,1,0.01572192,185.6608,2004,1,2,1,918.804
FDN32,12.79204193,1,0.015485016,185.6266,1985,2,3,3,4979.5182
DRG25,10.5,1,0.019033838,185.624,2004,3,4,1,6897.688
NCM55,15.6,1,0.066829875,185.5924,1999,2,2,1,3146.5708
FDT03,12.79194311,1,0.009950343,185.5608,1985,2,3,3,3307.6944
FDT03,21.25,1,0.009996872,185.5608,2004,1,2,1,3123.9336
FDC46,17.7,3,0.195068226,185.4266,1998,1,2,4,184.4266
FDD14,12.78938207,3,0.297312685,185.4266,1985,1,1,4,368.8532
FDK26,5.46,3,0.032177405,185.424,1997,1,3,1,5219.872
FDZ23,17.75,2,0.112985849,185.424,1998,1,2,4,745.696
DRJ24,11.8,1,0.113790879,185.3924,2009,2,2,2,370.1848
FDK56,9.695,1,0.129889831,185.3898,1987,3,2,1,3554.7062
FDQ45,12.79061937,2,0.010864186,185.3608,1985,2,3,3,5329.0632
FDQ45,9.5,2,0.010917052,185.3608,1997,1,2,1,2021.3688
FDJ57,7.42,2,0.021695674,185.3582,2007,1,2,1,3715.164
FDA20,6.78,1,0.066565644,185.324,2004,3,4,1,3914.904
FDZ36,6.035,2,0.065771344,185.324,2004,1,2,1,3728.48
FDA21,13.65,1,0.03595391,185.2924,2004,1,2,1,3146.5708
DRJ24,12.79456718,1,0.198424841,185.2924,1985,1,1,4,370.1848
FDK56,9.695,1,0.130261652,185.2898,2002,1,3,1,3367.6164
NCN14,19.1,1,0.092437711,185.2608,2007,1,2,1,1470.0864
FDO39,6.985,2,0.137645467,185.2608,2002,1,2,1,2940.1728
FDT03,21.25,1,0.016735879,185.2608,1998,1,2,4,183.7608
FDH50,12.79344314,2,0.160653682,185.2266,1985,2,3,3,5901.6512
FDK26,5.46,2,0.032308482,185.224,2009,2,4,2,2423.512
FDZ23,17.75,2,0.067490036,185.224,2004,1,4,1,6338.416
DRJ24,11.8,1,0.11397026,185.1924,2007,1,2,1,2591.2936
FDU01,12.79409091,2,0.021002171,185.1924,1985,1,1,4,555.2772
FDK56,9.695,1,0.066053249,185.1898,2004,1,2,1,2619.2572
FDG04,12.79468666,1,0.010615026,185.1898,1985,1,1,4,374.1796
NCS41,12.85,1,0.053527105,185.1608,1999,2,2,1,2388.8904
NCN14,19.1,1,0.15385153,185.1608,1998,1,2,4,551.2824
FDN32,17.5,1,0.01558456,185.1266,1999,2,2,1,4795.0916
FDH50,15,2,0.16143544,185.1266,1997,1,2,1,2766.399
FDH50,15,2,0.161301097,185.1266,1987,3,2,1,2213.1192
FDG04,13.1,1,0.006087409,185.0898,2009,2,2,2,1870.898
FDY46,18.6,1,0.047964395,185.0898,1999,2,2,1,2993.4368
NCO30,19.5,1,0.015756784,185.0608,2002,1,2,1,2205.1296
NCO30,12.78923951,1,0.027532258,185.0608,1985,1,1,4,551.2824
FDJ57,7.42,2,0.021617397,185.0582,2002,1,3,1,5201.2296
FDA36,12.79027345,1,0.005638944,184.9924,1985,2,2,3,3146.5708
FDO39,6.985,2,0.137366883,184.9608,1997,1,2,1,3858.9768
FDA36,5.985,1,0.005677876,184.8924,2002,1,2,1,1665.8316
DRA59,8.27,2,0.127927931,184.8924,1997,1,2,1,4442.2176
FDJ57,7.42,2,0.021569566,184.8582,2004,1,2,1,4643.955
FDN32,17.5,1,0.015591925,184.8266,2002,1,2,1,2766.399
FDY16,18.35,2,0.092150005,184.8266,1987,3,2,1,3872.9586
FDK26,5.46,2,0.03217132,184.824,2004,1,2,1,4287.752
FDZ03,13.65,2,0.078786674,184.824,1997,1,2,1,3355.632
NCN05,8.235,1,0.014456938,184.795,2004,1,2,1,1464.76
NCM55,15.6,1,0.111685868,184.7924,1998,1,2,4,370.1848
FDU01,12.7942186,2,0.011937183,184.7924,1985,2,2,3,4442.2176
FDO39,6.985,2,0.137926458,184.7608,2009,2,2,2,4042.7376
FDU56,12.79533964,1,0.066082407,184.7266,2004,1,4,3,8114.7704
FDN32,17.5,1,0.015557426,184.7266,2004,1,2,1,2213.1192
FDZ23,17.75,2,0.067446626,184.724,1987,3,2,1,1677.816
FDT03,21.25,1,0.01001904,184.6608,2002,1,2,1,367.5216
NCN14,12.79184205,1,0.09147267,184.6608,1985,2,2,3,2756.412
FDJ57,7.42,2,0.021573645,184.6582,1997,1,3,1,5015.4714
FDH34,12.79287949,1,0.054443762,184.6582,1985,1,1,4,185.7582
FDA20,6.78,1,0.066608487,184.624,2004,1,3,1,5406.296
FDK26,12.79404095,2,0.056338482,184.624,1985,1,2,4,1304.968
FDX07,19.2,2,0.066116088,184.595,2009,2,2,2,3844.995
FDU01,20.25,2,0.011995271,184.5924,1997,1,3,1,4997.4948
FDX58,12.79136232,1,0.043551753,184.495,2004,2,4,3,7873.085
NCN05,8.235,1,0.014541462,184.495,2007,1,2,1,3844.995
FDX07,19.2,2,0.022954444,184.495,1999,2,2,1,4028.09
FDA21,13.65,1,0.036107198,184.4924,2009,2,3,2,5182.5872
FDE11,17.7,2,0.13498355,184.4924,1987,3,2,1,3146.5708
FDJ15,11.35,2,0.023358738,184.4608,1999,2,2,1,4042.7376
FDR37,16.5,2,0.06619442,184.4292,1987,3,2,1,3101.2964
FDD14,20.7,1,0.169776346,184.4266,2004,1,3,1,3688.532
FDY16,18.35,2,0.092226754,184.4266,1997,1,3,1,3504.1054
FDZ36,6.035,2,0.066155883,184.424,2007,1,2,1,4660.6
DRJ24,11.8,1,0.189689886,184.3924,1998,1,2,4,370.1848
FDE11,17.7,2,0.066114167,184.3924,1997,1,2,1,4257.1252
FDJ57,12.78738962,2,0.06612473,184.3582,1985,1,1,4,185.7582
FDT15,12.15,2,0.042681522,184.295,1997,1,2,1,2014.045
DRJ24,11.8,1,0.113559058,184.2924,2002,1,2,1,1850.924
FDZ50,12.78770438,2,0.066131465,184.2608,2004,3,4,3,6064.1064
NCN14,12.78770438,1,0.160936178,184.2608,1985,1,1,4,367.5216
FDF52,9.3,1,0.067055339,184.2292,2009,2,2,2,1277.0044
FDU03,18.7,2,0.091950972,184.2292,2009,2,2,2,1277.0044
FDF52,9.3,1,0.066918731,184.2292,2002,1,2,1,1641.8628
FDF52,12.78791045,1,0.066459891,184.2292,1985,2,2,3,4560.73
FDX58,13.15,1,0.043831721,184.195,1999,2,2,1,2746.425
FDE11,12.78784025,2,0.23653561,184.1924,1985,1,1,4,185.0924
FDX26,17.7,3,0.146973462,184.1292,1998,1,2,4,547.2876
FDR39,20.35,1,0.083799283,184.1292,1997,1,2,1,2189.1504
FDD14,20.7,1,0.170500183,184.1266,2009,2,2,2,1659.8394
FDD26,12.78388555,2,0.1263349,184.0924,1985,1,1,4,555.2772
NCO53,12.78388555,1,0.174336148,184.0608,2004,3,4,3,6431.628
NCO53,16.2,1,0.176175402,184.0608,2007,1,2,1,2021.3688
FDX25,16.7,3,0.102055777,184.0292,1997,1,2,1,3101.2964
FDC46,17.7,1,0.117201696,184.0266,2007,1,2,1,2397.5458
FDE11,12.78150815,2,0.134441765,183.9924,2004,3,4,3,6478.234
DRA59,8.27,2,0.214125129,183.9924,1998,1,2,4,185.0924
FDH34,8.63,1,0.031143591,183.9582,1999,2,3,1,5386.9878
FDF52,9.3,1,0.066887123,183.9292,1999,2,3,1,3283.7256
FDS20,8.85,1,0.054171606,183.9292,2007,1,2,1,2918.8672
FDQ45,9.5,2,0.010914988,183.8608,2004,1,2,1,2572.6512
FDS20,8.85,1,0.053822086,183.8292,1987,3,2,1,2554.0088
FDD14,20.7,1,0.170072462,183.8266,1999,2,2,1,1844.266
NCN05,8.235,1,0.014488997,183.795,2002,1,2,1,2929.52
FDT15,12.78538005,2,0.074729835,183.795,1985,1,1,4,549.285
FDA21,13.65,1,0.036033639,183.7924,2002,1,2,1,2591.2936
FDE11,17.7,2,0.135306012,183.7924,1999,2,2,1,2221.1088
NCO53,16.2,1,0.175898114,183.7608,2009,2,3,2,2940.1728
NCN14,19.1,1,0.092060694,183.7608,1999,2,2,1,4777.7808
FDO39,6.985,2,0.13725257,183.7608,1987,3,2,1,2940.1728
FDT15,12.15,2,0.04274788,183.695,1999,2,2,1,2929.52
DRA59,8.27,2,0.128126825,183.6924,1999,2,2,1,1295.6468
FDA36,12.78449289,1,0.009921107,183.6924,1985,1,1,4,555.2772
FDE34,9.195,1,0.108330902,183.6634,2009,2,2,2,2726.451
FDE34,9.195,1,0.108501676,183.6634,2007,1,2,1,2362.9242
FDX11,16,2,0.106731895,183.6634,2004,1,2,1,2544.6876
FDY16,18.35,2,0.092413792,183.6266,2002,1,2,1,1844.266
FDE11,17.7,2,0.06591979,183.5924,2004,2,4,1,7033.5112
FDU01,20.25,2,0.012063121,183.5924,2007,1,2,1,2406.2012
FDX11,16,2,0.106918052,183.5634,1999,2,2,1,4725.8484
FDY39,5.305,2,0.07871639,183.5608,1998,1,2,4,551.2824
FDD14,20.7,1,0.169667145,183.5266,1987,3,2,1,4426.2384
FDX07,12.78105402,2,0.022807826,183.495,1985,2,2,3,4577.375
FDC46,12.78105402,1,0.115978122,183.4266,2004,2,4,3,7192.6374
FDD26,8.71,2,0.072141818,183.3924,2004,1,2,1,2776.386
FDD26,8.71,2,0.072155462,183.3924,1997,1,2,1,3146.5708
FDJ15,12.78264241,2,0.023209537,183.3608,2004,2,4,3,6064.1064
FDU03,18.7,2,0.092095924,183.3292,2007,1,2,1,2006.7212
FDR37,16.5,2,0.066249551,183.3292,1997,1,2,1,2006.7212
FDF52,12.7807621,1,0.116928924,183.3292,1985,1,1,4,364.8584
DRA59,8.27,2,0.065904967,183.2924,2007,1,2,1,2406.2012
NCO30,19.5,1,0.01581384,183.2608,2007,1,2,1,2940.1728
DRD60,15.7,1,0.03723211,183.1634,1997,1,3,1,5634.6654
FDT03,21.25,1,0.01005532,183.1608,2007,1,2,1,2756.412
FDR37,16.5,2,0.066237024,183.1292,2004,1,4,1,6385.022
FDP48,7.52,2,0.044023213,183.095,1997,1,3,1,5492.85
FDX58,13.15,1,0.04376368,183.095,1997,1,2,1,1830.95
FDP48,7.52,2,0.044202545,182.995,2009,2,2,2,4394.28
FDP48,7.52,2,0.044091657,182.995,1999,2,2,1,3844.995
NCS41,12.78039003,1,0.053185208,182.9608,1985,2,2,3,1653.8472
FDF52,9.3,1,0.065953465,182.9292,2007,1,3,1,4013.4424
FDX58,13.15,1,0.043755405,182.895,2004,1,2,1,3112.615
FDO39,6.985,2,0.137580452,182.8608,1999,2,2,1,4042.7376
FDC46,17.7,1,0.1164455,182.8266,1987,3,3,1,5163.9448
FDF56,16.7,2,0.119462225,182.7976,1997,1,2,1,1810.976
DRD60,15.7,1,0.037289996,182.7634,1999,2,3,1,3453.5046
FDE34,9.195,1,0.107891398,182.7634,1997,1,2,1,3817.0314
NCN14,19.1,1,0.091917786,182.7608,1997,1,2,1,1837.608
FDS20,8.85,1,0.053950661,182.7292,2005,2,4,1,4925.5884
NCX06,17.6,1,0.015687045,182.6976,1997,1,3,1,3440.8544
FDX58,13.15,3,0.043852434,182.695,2002,1,2,1,4211.185
FDX26,12.77904879,1,0.153741385,182.6292,1985,1,1,4,182.4292
FDC46,17.7,1,0.116542484,182.6266,1997,1,3,1,3504.1054
FDN32,17.5,1,0.015623754,182.6266,2009,2,2,2,3135.2522
FDD14,20.7,1,0.170152831,182.6266,2002,1,2,1,2581.9724
NCX06,12.77560576,1,0.01561108,182.5976,1985,2,3,3,5070.7328
NCX06,17.6,1,0.015750947,182.5976,2009,2,2,2,1629.8784
FDB17,13.15,1,0.036672107,182.5976,1997,1,2,1,4165.2448
NCY30,20.25,1,0.02593166,182.5976,1987,3,2,1,3078.6592
FDX58,13.15,1,0.043727261,182.595,1987,3,2,1,3478.805
FDJ15,11.35,2,0.023322478,182.5608,1997,1,3,1,3307.6944
FDX26,17.7,1,0.065953484,182.5292,1987,3,2,1,2736.438
FDY16,12.77235819,2,0.091780142,182.5266,2006,2,4,3,6454.931
FDH50,15,2,0.162093059,182.5266,2009,2,2,2,1290.9862
FDD09,13.5,1,0.021539999,182.4976,2002,1,2,1,1629.8784
FDI35,14,1,0.041283361,182.4634,2004,1,3,1,5452.902
DRD60,15.7,1,0.03722507,182.4634,2004,1,2,1,1999.3974
FDJ15,11.35,2,0.023318068,182.4608,2004,2,4,1,7534.1928
FDR39,20.35,3,0.083929569,182.4292,2005,2,4,1,4925.5884
FDC46,17.7,1,0.116723677,182.4266,1999,2,3,1,5163.9448
FDU56,16.85,3,0.044414056,182.4266,1997,1,2,1,2028.6926
FDF56,16.7,3,0.199955274,182.3976,1998,1,2,4,724.3904
FDQ45,9.5,2,0.065937782,182.3608,1998,1,2,4,1102.5648
FDT03,21.25,1,0.009998763,182.3608,1997,1,2,1,551.2824
FDQ45,9.5,2,0.010907967,182.3608,1987,3,2,1,2940.1728
FDX26,17.7,1,0.088305201,182.3292,2007,1,2,1,4195.8716
FDU03,18.7,2,0.091560606,182.3292,2004,1,2,1,3831.0132
FDF52,9.3,1,0.11178154,182.3292,1998,1,2,4,182.4292
NCN05,8.235,1,0.014482153,182.295,1999,2,2,1,3661.9
FDT15,12.15,2,0.071440118,182.295,1998,1,2,4,549.285
FDE34,9.195,1,0.180588082,182.2634,1998,1,2,4,363.5268
NCO30,19.5,1,0.015749341,182.2608,1999,2,3,1,3307.6944
FDF53,20.75,2,0.083590755,182.2318,2004,1,2,1,3067.3406
FDF56,16.7,2,0.119439636,182.1976,2004,1,2,1,724.3904
NCN05,8.235,1,0.014518575,182.195,2009,2,2,2,2380.235
FDO39,12.7643012,2,0.136701678,182.1608,1985,2,3,3,5880.3456
NCO53,16.2,1,0.065933564,182.1608,1999,2,2,1,3123.9336
FDQ45,12.76362382,2,0.019114349,182.1608,1985,1,1,4,367.5216
FDL39,16.1,2,0.063278652,182.1318,1987,3,2,1,2345.6134
FDD09,12.76296588,1,0.021392306,182.0976,2005,2,4,3,6157.3184
FDX07,19.2,2,0.065959593,182.095,1998,1,2,4,732.38
FDI35,14,1,0.041355366,182.0634,1999,2,2,1,4544.085
FDY39,12.76145196,2,0.065974335,182.0608,2005,2,4,3,7717.9536
FDS10,12.76145196,1,0.0350152,182.0318,1985,2,3,3,5954.2494
FDF56,16.7,2,0.119704498,181.9976,2002,1,3,1,5432.928
FDX11,16,2,0.107186944,181.9634,2009,2,2,2,3453.5046
FDY39,5.305,2,0.047220268,181.9608,2009,2,2,2,2388.8904
FDJ15,11.35,2,0.023454399,181.9608,2007,1,2,1,1653.8472
FDL39,16.1,2,0.063689583,181.9318,2007,1,3,1,5954.2494
FDX25,12.76112658,1,0.101561568,181.9292,1985,2,2,3,3101.2964
FDY25,12,1,0.033974436,181.8976,1997,1,2,1,4527.44
NCN05,8.235,1,0.014459672,181.895,1997,1,2,1,732.38
FDY39,5.305,2,0.04710181,181.8608,1999,2,2,1,4594.02
NCO30,19.5,1,0.015711807,181.8608,1987,3,2,1,4042.7376
NCT18,14.6,1,0.059393919,181.7976,2004,1,2,1,3259.7568
FDV57,12.76194999,2,0.065577449,181.766,2005,2,4,3,7370.406
NCP43,12.76194999,1,0.053413906,181.766,1985,1,1,4,179.766
FDE34,9.195,1,0.108059141,181.7634,2005,2,4,1,6179.9556
DRD60,15.7,1,0.037201127,181.7634,1987,3,2,1,2544.6876
FDZ50,12.8,2,0.079523619,181.7608,2007,1,3,1,4961.5416
FDR39,20.35,1,0.084273286,181.7292,2007,1,3,1,4013.4424
FDT15,12.15,2,0.042855388,181.695,2009,2,3,2,2929.52
FDX07,19.2,2,0.022965292,181.695,2002,1,2,1,2563.33
FDX58,13.15,3,0.073251428,181.695,1998,1,2,4,549.285
FDS60,20.85,1,0.032421521,181.666,1987,3,2,1,1438.128
FDL39,12.75773312,2,0.06302467,181.6318,1985,2,2,3,1263.0226
FDR37,16.5,2,0.110888167,181.6292,1998,1,2,4,1094.5752
FDF52,9.3,1,0.066727717,181.6292,1987,3,2,1,2371.5796
NCT18,12.75767677,1,0.05911748,181.5976,1985,2,2,3,4165.2448
NCX06,12.75767677,3,0.02746599,181.5976,1985,1,1,4,543.2928
FDE04,19.75,2,0.018019662,181.566,2004,1,2,1,2876.256
FDS20,8.85,1,0.053976156,181.5292,2002,1,2,1,1277.0044
NCI06,11.3,1,0.04767798,181.466,1987,3,2,1,3775.086
FDM28,12.75735434,1,0.079146113,181.466,1985,1,1,4,179.766
FDX11,16,2,0.106752081,181.4634,1997,1,2,1,1090.5804
FDX08,12.85,1,0.022604051,181.4318,1997,1,2,1,3428.2042
FDX26,17.7,1,0.087986599,181.4292,2002,1,2,1,2918.8672
FDB17,13.15,1,0.036879539,181.3976,2007,1,2,1,3078.6592
FDP48,12.75563467,2,0.043810028,181.395,2005,2,4,3,6042.135
FDP48,7.52,2,0.044272226,181.395,2007,1,2,1,2563.33
FDK10,5.785,2,0.040351229,181.366,2004,1,2,1,1977.426
FDM28,15.7,1,0.045295529,181.366,2002,1,2,1,1977.426
FDM28,15.7,1,0.075661985,181.366,1998,1,2,4,179.766
FDS10,19.2,1,0.035185588,181.3318,1997,1,2,1,1443.4544
FDY25,12,1,0.034166609,181.2976,2007,1,3,1,5070.7328
FDF56,16.7,2,0.120137953,181.2976,2007,1,2,1,3078.6592
FDB17,13.15,1,0.036746479,181.2976,2002,1,2,1,3259.7568
FDX58,13.15,1,0.044011225,181.295,2007,1,3,1,4028.09
FDE34,9.195,1,0.107870997,181.2634,2004,1,2,1,2362.9242
FDX25,16.7,1,0.066044054,181.2292,2009,2,2,2,2554.0088
FDR37,16.5,2,0.066352552,181.2292,1999,2,2,1,4195.8716
FDX07,19.2,2,0.022914478,181.195,2004,1,2,1,2380.235
FDK10,12.75271625,2,0.04016342,181.166,1985,2,3,3,3415.554
DRD60,12.75271625,1,0.065188619,181.1634,1985,1,1,4,181.7634
NCY30,20.25,1,0.026005891,180.9976,2002,1,2,1,2716.464
FDF56,16.7,2,0.119647957,180.9976,1999,2,2,1,4165.2448
FDL39,16.1,2,0.063319379,180.9318,2004,1,2,1,1984.7498
NCA54,16.5,1,0.036611104,180.9318,1987,3,2,1,3247.7724
FDX25,16.7,1,0.10203648,180.9292,2004,1,2,1,2736.438
FDO36,12.74824045,1,0.07753654,180.866,1985,2,2,3,3235.788
FDX25,16.7,1,0.102633047,180.8292,2007,1,2,1,3466.1548
FDB17,13.15,1,0.036641589,180.7976,2005,3,4,1,6157.3184
NCI06,11.3,1,0.047791878,180.766,1999,2,3,1,5033.448
DRN47,12.74766182,1,0.016745264,180.766,1985,2,2,3,3056.022
FDI35,14,1,0.041291169,180.7634,1997,1,2,1,2181.1608
DRN47,12.1,1,0.016852909,180.666,1999,2,2,1,2876.256
DRN47,12.1,1,0.016812745,180.666,1987,3,2,1,4134.618
FDX26,17.7,1,0.087791917,180.6292,2004,1,2,1,3101.2964
FDW49,12.74668328,1,0.14453827,180.6002,1985,1,1,4,895.501
FDY25,12.74668328,1,0.033809913,180.5976,2005,2,4,3,7968.2944
FDD09,13.5,1,0.021496403,180.5976,1997,1,2,1,3078.6592
NCP43,17.75,1,0.030501281,180.566,2004,1,3,1,3415.554
FDX11,16,2,0.106968577,180.5634,2002,1,2,1,2726.451
FDF52,9.3,3,0.066770664,180.5292,2004,1,2,1,2189.1504
FDE04,19.75,2,0.018008071,180.466,1987,3,2,1,3415.554
FDK10,5.785,2,0.040325274,180.466,1987,3,2,1,719.064
FDN04,11.8,2,0.014144442,180.4344,2009,2,2,2,535.3032
FDX26,12.74575349,1,0.087383304,180.4292,1985,2,3,3,4013.4424
FDR37,16.5,2,0.066383907,180.4292,2002,1,2,1,2189.1504
FDE45,12.74500399,1,0.070660449,180.4002,1985,1,1,4,716.4008
FDF56,12.74500399,2,0.118883724,180.3976,2005,2,4,3,7425.0016
FDF56,16.7,2,0.119362812,180.3976,1987,3,2,1,3078.6592
FDK10,5.785,2,0.040587146,180.366,2007,1,2,1,1258.362
NCP43,17.75,1,0.03050705,180.366,1997,1,2,1,2336.958
FDN04,11.8,3,0.014087057,180.3344,1997,1,2,1,1427.4752
FDS31,13.1,3,0.044372393,180.3318,2009,2,2,2,2886.9088
FDS10,19.2,1,0.035384612,180.3318,2007,1,2,1,3428.2042
FDS31,13.1,2,0.044192372,180.3318,1997,1,2,1,2345.6134
FDF53,20.75,2,0.083536989,180.3318,1987,3,2,1,4149.9314
FDA09,13.35,2,0.149669322,180.266,2002,1,2,1,898.83
FDM28,15.7,1,0.045203854,180.266,1997,1,2,1,1617.894
