person,tot,time,role,dialogue
OBAMA,102.19,time 2,candidate,These are not just women's issues.
OBAMA,102.2,time 2,candidate,"He said, I'll get back to you."
OBAMA,102.2,time 2,candidate,These are family issues.
OBAMA,102.21,time 2,candidate,These are economic issues.
OBAMA,102.22,time 2,candidate,And one of the things that makes us grow as an economy is when everybody participates and women are getting the same fair deal as men are.
OBAMA,102.3,time 2,candidate,And that's not the kind of advocacy that women need in any economy.
OBAMA,102.4,time 2,candidate,"Now, there are some other issues that have a bearing on how women succeed in the workplace."
OBAMA,102.5,time 2,candidate,"For example, their healthcare."
OBAMA,102.6,time 2,candidate,You know a major difference in this campaign is that Governor Romney feels comfortable having politicians in Washington decide the health care choices that women are making.
OBAMA,102.7,time 2,candidate,I think that's a mistake.
OBAMA,102.8,time 2,candidate,"In my health care bill, I said insurance companies need to provide contraceptive coverage to everybody who is insured."
OBAMA,102.9,time 2,candidate,"Because this is not just a a health issue, it's an economic issue for women."
OBAMA,103.1,time 3,candidate,"Governor, the problem is, is that on a whole range of issues, whether it's the Middle East, whether it's Afghanistan, whether it's Iraq, whether it's now Iran, you've been all over the map."
OBAMA,103.1,time 3,candidate,"And if we had asked Pakistan permission, we would not have gotten him."
OBAMA,103.11,time 3,candidate,And it was worth moving heaven and earth to get him.
OBAMA,103.12,time 3,candidate,"You know, after we killed bin Laden I was at ground zero for a memorial and talked to a young women who was four years old when nine/eleven happened."
OBAMA,103.13,time 3,candidate,"And the last conversation she had with her father was him calling from the twin towers, saying Peyton, I love you and I will always watch over you."
OBAMA,103.14,time 3,candidate,"And for the next decade, she was haunted by that conversation."
OBAMA,103.15,time 3,candidate,"And she said to me, You know, by finally getting bin Laden, that brought some closure to me."
OBAMA,103.16,time 3,candidate,"And when we do things like that when we bring those who have harmed us to justice, that sends a message to the world and it tells Peyton that we did not forget her father."
OBAMA,103.17,time 3,candidate,"And I make that point because that's the kind of clarity of leadership, and those decisions are not always popular."
OBAMA,103.18,time 3,candidate,Those decisions generally generally are not poll tested.
OBAMA,103.19,time 3,candidate,"And even some in my own party, including my current vice president, had the same critique as you did."
OBAMA,103.2,time 3,candidate,"I mean, I'm I'm pleased that you now are endorsing our policy of applying diplomatic pressure and potentially having bilateral discussions with the Iranians to end their nuclear program."
OBAMA,103.2,time 3,candidate,"But what the American people understand is that I look at what we need to get done to keep the American people safe and to move our interests forward, and I make those decisions."
OBAMA,103.3,time 3,candidate,But just a few years ago you said that's something you'd never do.
OBAMA,103.4,time 3,candidate,"In the same way that you initially opposed a timetable in Afghanistan, now you're for it, although it depends."
OBAMA,103.5,time 3,candidate,"In the same way that you say you would have ended the war in Iraq, but recently gave a speech saying that we should have twenty thousand more folks in there."
OBAMA,103.6,time 3,candidate,The same way that you said that it was mission creep to go after Gadhafi.
OBAMA,103.7,time 3,candidate,"When it comes to going after Osama bin Laden, you said, well, any president would make that call."
OBAMA,103.8,time 3,candidate,"But when you were a candidate in two thousand eight, as I was, and I said if I got bin Laden in our sights I would take that shot, you said we shouldn't move heaven and earth to get one man."
OBAMA,103.9,time 3,candidate,And you said we should ask Pakistan for permission.
OBAMA,104.1,time 2,candidate,And I've got two daughters and I want to make sure that they have the same opportunities that anybody's sons have.
OBAMA,104.2,time 2,candidate,That's part of what I'm fighting for as president of the United States.
OBAMA,108.1,time 2,candidate,"I don't think so, Candy."
OBAMA,110.1,time 2,candidate,I want to make sure our timekeepers are working here.
OBAMA,113.1,time 3,candidate,"When I came into office, we were still bogged down in Iraq and Afghanistan had been drifting for a decade."
OBAMA,113.1,time 3,candidate,"Now, that transition has to take place in a responsible fashion."
OBAMA,113.11,time 3,candidate,"We've been there a long time, and we've got to make sure that we and our coalition partners are pulling out responsibly and giving Afghans the capabilities that they need."
OBAMA,113.12,time 3,candidate,But what I think the American people recognize is after a decade of war it's time to do some nation building here at home.
OBAMA,113.13,time 3,candidate,"And what we can now do is free up some resources, to, for example, put Americans back to work, especially our veterans, rebuilding our roads, our bridges, our schools, making sure that, you know, our veterans are getting the care that they need when it comes to post traumatic stress disorder and traumatic brain injury, making sure that the certifications that they need for good jobs of the future are in place."
OBAMA,113.14,time 3,candidate,"You know, I was having lunch with some a veteran in Minnesota who had been a medic dealing with the most extreme circumstances."
OBAMA,113.15,time 3,candidate,"When he came home and he wanted to become a nurse, he had to start from scratch."
OBAMA,113.16,time 3,candidate,And what we've said is let's change those certifications.
OBAMA,113.17,time 3,candidate,The first lady has done great work with an organization called Joining Forces putting our veterans back to work.
OBAMA,113.18,time 3,candidate,"And as a consequence, veterans' unemployment is actually now lower than general population."
OBAMA,113.19,time 3,candidate,It was higher when I came into office.
OBAMA,113.2,time 3,candidate,"We ended the war in Iraq, refocused our attention on Afghanistan, and we did deliver a surge of troops."
OBAMA,113.2,time 3,candidate,So those are the kinds of things that we can now do because we're making that transition in Afghanistan.
OBAMA,113.3,time 3,candidate,That was facilitated in part because we had ended the war in Iraq.
OBAMA,113.4,time 3,candidate,And we are now in a position where we have met many of the objectives that got us there in the first place.
OBAMA,113.5,time 3,candidate,Part of what had happened is we'd forgotten why we had gone.
OBAMA,113.6,time 3,candidate,We went because there were people who were responsible for three thousand American deaths.
OBAMA,113.7,time 3,candidate,And so we decimated Al Qaida's core leadership in the border regions between Afghanistan and Pakistan.
OBAMA,113.8,time 3,candidate,We then started to build up Afghan forces.
OBAMA,113.9,time 3,candidate,"And we're now in a position where we can transition out, because there's no reason why Americans should die when Afghans are perfectly capable of defending their own country."
